Datetime,Open,High,Low,Close,Adj Close,Volume
2024-05-13 09:00:00+09:00,2105.0,2145.0,2105.0,2140.0,2140.0,23962
2024-05-13 10:00:00+09:00,2140.0,2155.0,2130.0,2150.0,2150.0,11981
2024-05-13 11:00:00+09:00,2150.0,2150.0,2135.0,2145.0,2145.0,871
2024-05-13 12:00:00+09:00,2145.0,2150.0,2135.0,2150.0,2150.0,1183
2024-05-13 13:00:00+09:00,2135.0,2150.0,2135.0,2135.0,2135.0,1076
2024-05-13 14:00:00+09:00,2145.0,2145.0,2135.0,2135.0,2135.0,1589
2024-05-14 09:00:00+09:00,2140.0,2140.0,2115.0,2140.0,2140.0,1020
2024-05-14 10:00:00+09:00,2140.0,2150.0,2120.0,2120.0,2120.0,2028
2024-05-14 11:00:00+09:00,2120.0,2135.0,2120.0,2135.0,2135.0,995
2024-05-14 12:00:00+09:00,2135.0,2140.0,2130.0,2130.0,2130.0,9968
2024-05-14 13:00:00+09:00,2130.0,2145.0,2125.0,2125.0,2125.0,4984
2024-05-14 14:00:00+09:00,2140.0,2145.0,2120.0,2120.0,2120.0,4183
2024-05-16 09:00:00+09:00,2115.0,2155.0,2115.0,2150.0,2150.0,29092
2024-05-16 10:00:00+09:00,2155.0,2155.0,2130.0,2135.0,2135.0,14546
2024-05-16 11:00:00+09:00,2135.0,2135.0,2125.0,2125.0,2125.0,4954
2024-05-16 12:00:00+09:00,2135.0,2135.0,2135.0,2135.0,2135.0,21404
2024-05-16 13:00:00+09:00,2145.0,2160.0,2145.0,2160.0,2160.0,10702
2024-05-16 14:00:00+09:00,2150.0,2160.0,2135.0,2150.0,2150.0,4949
2024-05-17 09:00:00+09:00,2150.0,2150.0,2115.0,2140.0,2140.0,1256
2024-05-17 10:00:00+09:00,2140.0,2145.0,2125.0,2140.0,2140.0,6815
2024-05-17 11:00:00+09:00,2125.0,2140.0,2125.0,2135.0,2135.0,168
2024-05-17 12:00:00+09:00,2140.0,2140.0,2125.0,2130.0,2130.0,933
2024-05-17 13:00:00+09:00,2140.0,2140.0,2120.0,2130.0,2130.0,2197
2024-05-17 14:00:00+09:00,2125.0,2135.0,2120.0,2135.0,2135.0,2937
2024-05-20 09:00:00+09:00,2155.0,2200.0,2145.0,2180.0,2180.0,30776
2024-05-20 10:00:00+09:00,2175.0,2205.0,2175.0,2175.0,2175.0,15388
2024-05-20 11:00:00+09:00,2200.0,2210.0,2190.0,2205.0,2205.0,8760
2024-05-20 12:00:00+09:00,2200.0,2200.0,2185.0,2190.0,2190.0,4852
2024-05-20 13:00:00+09:00,2185.0,2230.0,2185.0,2210.0,2210.0,14004
2024-05-20 14:00:00+09:00,2215.0,2220.0,2195.0,2205.0,2205.0,5475
2024-05-21 09:00:00+09:00,2210.0,2215.0,2195.0,2200.0,2200.0,3091
2024-05-21 10:00:00+09:00,2200.0,2240.0,2200.0,2240.0,2240.0,13528
2024-05-21 11:00:00+09:00,2240.0,2245.0,2215.0,2235.0,2235.0,24013
2024-05-21 12:00:00+09:00,2225.0,2240.0,2225.0,2240.0,2240.0,98808
2024-05-21 13:00:00+09:00,2240.0,2250.0,2215.0,2235.0,2235.0,49404
2024-05-21 14:00:00+09:00,2235.0,2290.0,2225.0,2280.0,2280.0,88674
2024-05-22 09:00:00+09:00,2270.0,2290.0,2245.0,2280.0,2280.0,40220
2024-05-22 10:00:00+09:00,2280.0,2290.0,2270.0,2285.0,2285.0,16726
2024-05-22 11:00:00+09:00,2280.0,2300.0,2280.0,2300.0,2300.0,8888
2024-05-22 12:00:00+09:00,2300.0,2355.0,2300.0,2345.0,2345.0,78755
2024-05-22 13:00:00+09:00,2345.0,2390.0,2335.0,2365.0,2365.0,38753
2024-05-22 14:00:00+09:00,2365.0,2390.0,2350.0,2385.0,2385.0,46095
